"","spm.median","spm.mean","spm.geomean","spm.validn","spm.sd","spm.filtmean","spm.cv"
"2003-01-18",10.4652814865112,10.4042801015517,10.4014713902931,17,0.247531305888175,10.4685901641846,0.0170316014346175
"2003-01-30",10.623851776123,10.6505157470703,10.6503707997096,5,0.0622848357458688,10.6227037906647,0.000374604050770067
"2003-02-06",16.327657699585,16.3366140365601,16.3352514879968,15,0.218504565711282,16.3321157602163,0.0110567761865754
"2003-02-08",14.6074924468994,14.6074924468994,14.6074924468994,1,NA,NA,NA
"2003-04-08",13.2771663665771,13.3828022003174,13.3628518648516,15,0.758324203643494,13.3739209541908,0.0443044479743661
"2003-04-10",13.2771663665771,13.2435693238911,13.234254881883,19,0.509096850494562,13.2528566472671,0.0334401297534664
"2003-04-14",13.1423826217651,13.110465322222,13.1097601130156,14,0.140873721452953,13.1160839398702,0.00803578918650978
"2003-04-17",16.3230352401733,16.3134640284947,16.3134082264057,14,0.0442712536875243,16.319675618952,0.00206105405743223
"2003-04-20",14.6109547615051,14.6427020430565,14.6408270958768,16,0.242385632590306,14.6167437235514,0.0155100546208218
"2003-04-24",13.7957248687744,13.8323678970337,13.8300559990181,17,0.262657632751719,13.7543929417928,0.0109091055682525
"2003-04-30",12.240816116333,12.069969858442,12.0657321390113,7,0.342720284645254,12.069969858442,0.0283944606875341
"2003-05-04",10.2895040512085,10.2771623134613,10.276258439372,16,0.140580205158237,10.2966653383695,0.0101323052935989
"2003-05-05",10.5928273200989,10.5961338281631,10.5958854694403,16,0.0748931386243157,10.5975899015154,0.00564340649366441
"2003-05-16",8.02080345153809,7.82025225957235,7.79565817158118,9,0.615154774912805,8.02510172128677,0.00363765497713296
"2003-05-17",8.67210578918457,8.63843643188476,8.6377467249916,25,0.110999986272017,8.66825134103948,0.00908844043222196
"2003-05-18",8.74781036376953,8.7067551612854,8.70576409008407,20,0.13461304241721,8.71763339795564,0.0147923333379544
"2003-05-19",8.7753438949585,8.77420234680176,8.77347653983511,24,0.115081049875358,8.79432760585438,0.0109568633041428
"2003-05-20",8.613609790802,8.60486626625061,8.60470040518361,16,0.0551524639085458,8.61139392852783,0.00583938027599495
"2003-05-21",9.03807258605957,9.02346701371042,9.02226576454174,19,0.151343466914827,9.03370243310928,0.013027102996397
"2003-07-01",1.45934677124023,1.44501582781474,1.44318148027156,12,0.0755883804346973,1.44647653102875,0.0404079050401971
"2003-07-07",2.60594248771667,2.63731686770916,2.6321375432815,16,0.17223933455945,2.60840450800382,0.0438314680792934
"2003-07-18",3.61681222915649,3.62768074989319,3.62704113894372,25,0.0698195241516655,3.60882212898948,0.0136578795991144
"2003-07-30",2.65384078025818,2.65563648087638,2.65382342368153,14,0.101705411194151,2.65612403551737,0.0317525161313207
"2003-07-31",3.21166086196899,3.18987352848053,3.18801130471372,20,0.111230519810734,3.2122995323605,0.0285682552722929
"2003-08-16",3.55517339706421,3.55517339706421,3.55463905370038,2,0.0871674377406549,3.55517339706421,0.0245184771613773
"2003-08-19",2.28440523147583,2.29307148933411,2.2917762767368,25,0.0794822361227979,2.277268409729,0.0264496417357779
"2003-08-23",2.40297400951385,2.45059851408005,2.4416528265959,20,0.216607549243061,2.42773511830498,0.0680301501676661
"2003-08-25",0.53022837638855,0.538879537582397,0.538531848859712,5,0.0217973913740169,0.538879537582397,0.0404494694153867
"2003-08-28",2.35850894451141,2.38045912981033,2.37922039930601,8,0.0825102426935195,2.36030238015311,0.0272950135039748
"2003-08-31",3.79261422157288,3.77451476454735,3.76798046307465,16,0.22802401764796,3.77876933983394,0.0517677093879858
"2003-09-03",3.79718136787415,3.89082612991333,3.88506964521902,10,0.225414626726731,3.84641732109918,0.0486219678668923
"2003-09-06",3.16944551467896,3.14625406265259,3.14303661200564,25,0.144977144423965,3.14634085836865,0.0362683241777641
"2003-09-07",2.65041840076447,2.62686985731125,2.61899856133309,12,0.212460392996265,2.59413983605125,0.0726438910086792
"2003-09-08",1.84900283813477,1.84827843037519,1.84763222381708,22,0.0498896160250479,1.85416106173867,0.0206288011218606
"2003-09-09",1.21332359313965,1.20665444646563,1.20588818331568,21,0.0433681692704826,1.20954786476336,0.023050485044448
"2003-09-10",3.37256121635437,3.34631703013466,3.34549973668909,21,0.075288011324459,3.37085113260481,0.0137917492730224
"2003-09-11",3.92563128471375,3.90350966652234,3.90290596490854,24,0.0698507945147834,3.91545916687358,0.0151759948165318
"2003-09-13",4.70864534378052,4.70616710887236,4.70404992644753,17,0.145250322224159,4.72472929954529,0.0235557090759546
"2003-09-15",3.98215246200562,3.95120051172045,3.94960469992955,9,0.118486155807261,3.97473412752151,0.0255929220318841
"2003-09-17",3.97758412361145,3.96352293616847,3.96308741104867,19,0.0600923013728542,3.97365978360176,0.00980444116246279
"2003-09-18",3.03709626197815,3.01129391079857,3.01053878954046,21,0.069025497691946,3.01121882388466,0.0199451914738332
"2003-09-22",2.34938788414001,2.35310000181198,2.35016154588747,24,0.120433526183784,2.3334307551384,0.0402227584561221
"2003-09-24",2.30264568328857,2.28742872113767,2.28680436180747,23,0.0541424492380696,2.29955078306652,0.0162299030175257
"2003-09-26",4.1191873550415,4.07176354352166,4.07091419836733,17,0.085120007555917,4.09528218905131,0.0138913808994908
"2003-09-27",4.51669311523438,4.48293025970459,4.48073922709219,25,0.142361991134746,4.50631695208342,0.0269251597259563
"2003-09-30",5.55342698097229,5.51707897186279,5.51383188087386,10,0.199370266741153,5.48292133543226,0.032416864848398
"2003-10-04",4.93034696578979,4.96666885375977,4.96254765771522,25,0.2062750309762,4.99676095871698,0.0312145476950128
"2003-10-06",4.21398448944092,4.17283634185791,4.16839124550074,25,0.194638582949427,4.22084430131045,0.0359351116543614
"2003-10-08",3.95931386947632,3.96965882357429,3.96938859139761,17,0.047708486324435,3.97161122468802,0.00734437181681715
"2003-10-09",3.23790717124939,3.20160393281416,3.20041712726459,11,0.0909978794691425,3.21737005710602,0.0243994952715176
"2003-10-10",4.00727415084839,4.01397235827012,4.01310840905624,22,0.0853293689069667,4.0195958237899,0.0163890616779074
"2003-10-11",4.10890865325928,4.08291051122877,4.07918701507239,18,0.17849443972433,4.08779141306877,0.0369592830629071
"2003-10-14",4.68008041381836,4.69760791460673,4.69568282195424,6,0.1474825541426,4.69760791460673,0.0313952455853155
"2003-10-17",2.65612196922302,2.60978583728566,2.60196237009048,17,0.206287856432897,2.61165801684062,0.0651818168886128
"2003-10-25",5.70896863937378,5.70439481735229,5.70423497083394,4,0.0492917427059548,5.70439481735229,0.00864101176096953
"2003-10-30",9.70493221282959,9.85424251556396,9.85000020011691,5,0.323806929280856,9.85424251556396,0.0328596468748795
"2003-11-17",2.4554226398468,2.44136401017507,2.43965424960037,6,0.0986864708496618,2.47777223587036,0.0190675000380851
"2003-11-27",9.28249740600586,9.28710375891792,9.28543623732977,9,0.186202973022008,9.32784223556519,0.0161002507839655
"2003-12-29",12.0025987625122,11.995468711853,11.9951883437251,20,0.0841440447546204,11.9944192568461,0.00577898024931056
"2004-01-07",11.9554243087769,11.9545934465196,11.9545802516153,18,0.0182811888802418,11.9537703990936,0.00112249303915996
"2004-01-26",14.4667720794678,14.4602897817438,14.4589366618881,11,0.20753551251605,14.4593499501546,0.010954208383946
"2004-01-27",17.2724924087524,17.2724924087524,17.1753273823811,2,2.58732422337829,17.2724924087524,0.149794491851519
