"","spm.median","spm.mean","spm.geomean","spm.validn","spm.sd","spm.filtmean","spm.cv"
"2003-01-18",4.42986750602722,4.46913435061773,4.45561783159629,24,0.358453243644507,4.40756596218456,0.0691776197463008
"2003-01-21",4.76806354522705,4.73760096232096,4.73563395549345,3,0.166650729210685,4.73760096232096,0.0351761852752246
"2003-01-25",10.1206455230713,10.1856749725342,10.1839088759168,25,0.194260175007392,10.1398167610168,0.015431076150736
"2003-01-30",5.68266415596008,5.71307696898778,5.70274699843595,24,0.350924322953576,5.74141992841448,0.0532672545025228
"2003-02-06",5.94291186332703,5.78073108196259,5.73914603793187,12,0.692676025069738,5.92243623733521,0.0865457446227848
"2003-02-08",10.0988211631775,10.0551348209381,10.0534755549803,20,0.186705202179514,10.1126801546882,0.0132109731514388
"2003-02-20",4.55096769332886,4.55096769332886,4.55054948348661,2,0.0872507199133124,4.55096769332886,0.0191719049206196
"2003-02-28",6.57880043983459,6.58085282643636,6.55116220355497,24,0.631662981400447,6.73181967508225,0.0763512214986269
"2003-03-01",7.47186970710754,7.42441642284393,7.41095732103239,8,0.477501172288888,7.32185908726284,0.0559534741331593
"2003-03-07",5.8908429145813,5.83001055717468,5.80550496278181,20,0.54742184723997,5.82168216175503,0.0836451634057108
"2003-03-08",6.21120738983154,6.23582737786429,6.21895742555675,14,0.47391021776608,6.35680345694224,0.0616608016868148
"2003-03-13",11.165246963501,11.1738990545273,11.1712108993248,8,0.262105860500719,11.116815158299,0.0200611268585425
"2003-03-15",12.3041248321533,12.2661881446838,12.2616672909454,4,0.383450580338734,12.2661881446838,0.031260777660982
"2003-03-16",6.27872467041016,6.34811787605286,6.34129141882531,10,0.311899568177522,6.28930717044407,0.0422267498924846
"2003-03-19",7.23130774497986,7.19023818969727,7.18113633993048,10,0.379384325824747,7.25832541783651,0.0456463805923132
"2003-03-28",15.179799079895,15.1726539611816,15.1719057734196,5,0.168395292107468,15.1726539611816,0.0110986049334743
"2003-04-07",6.34969854354858,6.48735785484314,6.46587966948152,6,0.584459880033139,6.29939250946045,0.0638956725036272
"2003-04-08",11.9623260498047,11.9623260498047,11.9623260498047,1,NA,NA,NA
"2003-04-10",9.7135443687439,9.75739118787977,9.7546886947656,18,0.236491127562398,9.75934731960297,0.0215436594038923
"2003-04-14",7.33553457260132,7.73815712561974,7.63588866080756,13,1.44719803235651,7.39266284306844,0.104073792540691
"2003-04-17",5.70325136184692,5.6693453561692,5.6339461465737,21,0.646075577808633,5.67246778387772,0.104615309213074
"2003-04-20",5.55458116531372,5.67797892743891,5.64190255166212,22,0.661769497645146,5.55242383480072,0.0986797726821245
"2003-04-29",5.56829309463501,5.5930939222637,5.59285225100156,19,0.0534987268143905,5.58148008234361,0.00772228993148635
"2003-04-30",6.03270721435547,5.98156888144357,5.96043653577474,21,0.506872370361068,6.05356330341763,0.0589565133649339
"2003-05-04",4.47454166412354,4.47454166412354,4.44582849682918,2,0.715726317469207,4.47454166412354,0.159955224734599
"2003-05-05",4.3339147567749,4.36530646256038,4.35028327448729,14,0.376505002390089,4.35870412985484,0.0714474818918106
"2003-05-08",5.22754883766174,5.2707688331604,5.27019564525438,10,0.0823431128053508,5.25130610995823,0.0110489152034991
"2003-05-16",2.43148386478424,2.56431497846331,2.48289786397406,14,0.678304173063007,2.47211370101342,0.245890465665864
"2003-05-18",3.32919788360596,3.2596360206604,3.24395115952092,10,0.332675966402056,3.2596360206604,0.102059237379104
"2003-05-19",3.45016837120056,3.48638592595639,3.4734254208219,23,0.309240336226957,3.42874430355273,0.0636047999424031
"2003-05-20",3.72297513484955,3.71775993433866,3.71087395641717,22,0.231924343117609,3.71448929309845,0.0536577029653116
"2003-05-21",5.57458519935608,5.59593759642707,5.59493266247454,18,0.109311128874854,5.57423093914986,0.0170368495500185
"2003-06-12",2.668665766716,2.65498255193233,2.65403685046376,16,0.0728726871908037,2.67303834358851,0.0177367134829689
"2003-06-13",1.46163100004196,1.46163100004196,1.4562499024098,2,0.177208363319085,1.46163100004196,0.121240151114746
"2003-06-17",0.687300086021423,0.687300086021423,0.687300086021423,1,NA,NA,NA
"2003-06-27",1.11994183063507,1.1280038022995,1.1276051532499,25,0.0308169386118143,1.12162226154691,0.0185261860977695
"2003-07-07",0.95711076259613,0.956201085448265,0.954870087556544,20,0.0517158778526108,0.951284636469448,0.0400863961680488
"2003-07-28",1.3408830165863,1.35911405086517,1.35431475608957,9,0.121946860528883,1.33262994885445,0.0742133231666791
"2003-07-30",1.56187391281128,1.55925801007644,1.55305599167063,23,0.141585670881669,1.56911443471909,0.0745637516564574
"2003-07-31",1.16776978969574,1.19209164712164,1.16850511960717,18,0.244437045631234,1.16832924239776,0.196461566255158
"2003-08-14",1.46618103981018,1.50659333575856,1.49099291212917,11,0.229081360740743,1.46984536647797,0.139103477845421
"2003-08-19",0.971911787986755,0.946451138366352,0.944123245666217,11,0.0685016060534365,0.959616529941559,0.057977732423575
"2003-08-23",1.48896324634552,1.47377628087997,1.47342054278478,6,0.0353135212151627,1.47377628087997,0.0239612495283731
"2003-08-25",0.84211790561676,0.83721740429218,0.835743996088431,13,0.0514519414704853,0.844208344817162,0.0554949207690501
"2003-08-29",0.524549201130867,0.497838824987411,0.366695578919817,6,0.339179708508127,0.497838824987411,0.681304252469066
"2003-08-31",0.868306905031204,0.8831978227411,0.873652629593589,14,0.14137995983384,0.855350618179028,0.116282422830541
"2003-09-03",1.73277425765991,1.73528056144714,1.73509850859453,10,0.026476657012938,1.73562252521515,0.0105679882516358
