"","spm.median","spm.mean","spm.geomean","spm.validn","spm.sd","spm.filtmean","spm.cv"
"2003-01-14",3.48726165294647,3.46500808000565,3.46405166363719,4,0.093525076915576,3.46500808000565,0.026991301248401
"2003-01-18",1.99031543731689,2.00838244438171,2.0021056340275,25,0.161951975318067,1.99745147426923,0.0779642628006779
"2003-01-21",2.66296577453613,2.6606919169426,2.6570628053205,4,0.160225696619699,2.6606919169426,0.0602195600322694
"2003-01-25",6.00753498077393,5.99390676498413,5.98457078754882,25,0.33996449188245,6.01750127474467,0.0541248872695496
"2003-01-30",4.10319995880127,4.17807735096325,4.17268742992725,22,0.219754075662433,4.14853129888836,0.0387892414086135
"2003-02-06",3.71840870380402,3.67104570070902,3.66792385571396,6,0.164503724996191,3.72138257026672,0.0327166428149979
"2003-02-08",3.57800340652466,3.52756717681885,3.52281937448176,25,0.185722940664151,3.54158558448156,0.0496071074322731
"2003-02-20",5.60717868804932,5.55070924758911,5.52244585484365,8,0.58042098450123,5.71246153967721,0.0675364376368516
"2003-02-26",7.35272431373596,7.43691484133403,7.42495142533942,12,0.444046554744214,7.36205170371316,0.0513500990305392
"2003-02-27",7.3985435962677,7.35968509316444,7.34659610481797,16,0.451837108470787,7.35949526514326,0.0521115530092279
"2003-02-28",4.65379762649536,4.63924405885779,4.63876860883192,23,0.0676161632060294,4.65916917324066,0.00953478774232032
"2003-03-01",5.16124582290649,5.1475350856781,5.14576349347987,4,0.155512114572324,5.1475350856781,0.0302109868090074
"2003-03-04",5.82678604125977,5.91755485534668,5.91449928835794,3,0.23437722045507,5.91755485534668,0.0396071056685353
"2003-03-07",4.84463214874268,4.86742197383534,4.83764712830187,22,0.549957319734773,4.82663944789341,0.109465735611169
"2003-03-08",4.53725433349609,4.58606725580552,4.55053899097461,17,0.582594051874367,4.71347500483195,0.103942869736302
"2003-03-13",6.24782633781433,6.23872156143188,6.23019938554041,10,0.343641628963437,6.23526704311371,0.0423745198344637
"2003-03-15",8.13315987586975,8.0652880191803,8.04941804613612,10,0.529973370211999,8.0652880191803,0.0657104084753891
"2003-03-16",4.4687077999115,4.45589408874512,4.44718823770972,20,0.285294807624542,4.45357055134243,0.0578888528396693
"2003-03-19",2.66752505302429,2.63654153823853,2.62249119760023,25,0.278596217666155,2.59516283740168,0.0961582354515732
"2003-03-22",7.17864394187927,7.19522976875305,7.15145207131565,8,0.847253437252995,7.19522976875305,0.117752103057555
"2003-04-03",3.32349097728729,3.30156311392784,3.28909630914165,8,0.308082180982262,3.30156311392784,0.0933140365188231
"2003-04-07",2.17610788345337,2.13091683387756,2.11839513019418,9,0.242032287967913,2.17755112051964,0.096961176674945
"2003-04-08",2.77245140075684,2.77264381857479,2.75105061880446,17,0.355853587979039,2.77264381857479,0.128344501228418
"2003-04-10",2.69603598117828,2.69019589640877,2.68344651836119,22,0.194047783687045,2.69336975812912,0.0639510732360199
"2003-04-14",3.22649383544922,3.14663163820902,3.14425745706425,3,0.148319446138083,3.14663163820902,0.0471359419186741
"2003-04-17",2.66980648040771,2.65896757443746,2.65012908636231,21,0.222455298141089,2.64006114006042,0.0796241131833007
"2003-04-20",4.2505521774292,4.34591227769852,4.29976709343812,12,0.667293149273988,4.2345788045363,0.134873498395389
"2003-04-24",4.38996171951294,4.38996171951294,4.37140226651874,2,0.570273834335443,4.38996171951294,0.129904056292936
"2003-04-30",2.69945693016052,2.66575957934062,2.64500087853182,15,0.343457973073284,2.65949874657851,0.108960249558784
"2003-05-04",1.83076906204224,1.85909200708071,1.84600109087767,12,0.232896329024114,1.82478021491658,0.115114213941974
"2003-05-05",2.17040610313416,2.2181465442364,2.20101826397639,13,0.288778892529648,2.18012797832489,0.121769438336495
"2003-05-08",2.34824991226196,2.33563111305237,2.32879164601295,25,0.181301544707246,2.37536289475181,0.0649241108981888
"2003-05-16",1.17809057235718,1.09535321990649,0.996658536361195,15,0.394513196166038,1.21415939239355,0.212754265854097
"2003-05-18",1.40467065572739,1.41728382640415,1.40221348539994,18,0.211981392199762,1.39412874380747,0.125358433401512
"2003-05-19",2.10429453849792,2.11234816483089,2.0752619057597,21,0.40341708333611,2.07756398121516,0.167248201087427
"2003-05-20",2.31062710285187,2.26708874106407,2.23412692284791,16,0.393839103102591,2.30650777022044,0.161961338286722
"2003-05-21",2.32829892635345,2.33660083346897,2.3342124705277,18,0.108863433233394,2.33457227051258,0.0374676436962019
"2003-06-03",0.461944818496704,0.474136008935816,0.457543934550038,17,0.127103687689185,0.473482735951742,0.233881233767906
"2003-06-10",2.16185939311981,2.1650986969471,2.15971707379222,12,0.159065663695551,2.16517133712769,0.061661097113083
"2003-06-13",0.468774050474167,0.484707799027948,0.47966534133288,17,0.0714889089938142,0.484327377875646,0.112550340449866
