"Fixed","RMSE","MAE","NRMSE(IQR)","RRSE","RAE","RMSLE"
"I(10^(I(bandratio)+I(bandratio^2)+I(bandratio^3)+I(bandratio^4)+I(spm)))",2.64019032174568,1.49294851962778,1.82359039153117,1.79690456645926,1.43454856841008,0.610309650290412
