"degree","coefficient","lower","upper"
"a0",-0.753337403064869,-0.922038393889302,-0.599490618202382
"a1",-3.30497318084692,-4.35108839181896,-2.56901020216364
"a2",-0.839198807257678,-3.66898401762514,-0.287388014266204
"a3",1.4247895088488,0.544167456464792,2.67815796829773
"a4",1.42083295412982,0.897857530153358,5.08984787567618
"aspm",0.735202937322924,0.365997849116022,1.34442497406488
