"degree","coefficient","lower","upper"
"a0",0.100249050888997,-0.211364166468464,0.286851406892108
"a1",-3.37006228420437,-3.75149633525452,-3.06313669027226
"a2",-0.928142569623058,-1.60202760670472,-0.392823377378788
"a3",2.33706177125618,1.73028415369019,8.0244757508388
"a4",0.38169279630107,-4.27371376411615,0.748500622369374
"aspm",-0.196503856814735,-0.885870809385864,0.192022188016556
