"degree","coefficient","lower","upper"
"a0",-0.0980403334392284,-0.18895649158237,0.130969167234883
"a1",-3.71249637547006,-4.25453721897751,2.5209146252558
"a2",-0.934192826513408,-4.71734543040958,-0.579587715660924
"a3",1.18525339912996,-135.546730033863,1.45113183146947
"a4",1.20710081705547,1.06985098452324,88.8259218562323
