URL, Imgname, Npixl, Npixltot, Perccov
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012001162500.L2_LAC_OC.nc
, A2012001162500, 0, 0, NA
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012001163000.L2_LAC_OC.nc
, A2012001163000, 0, 33406, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012001180500.L2_LAC_OC.nc
, A2012001180500, 5359, 57802, 9.27130549115948
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012002171000.L2_LAC_OC.nc
, A2012002171000, 18754, 131915, 14.2167304703787
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012003161500.L2_LAC_OC.nc
, A2012003161500, 22, 8683, 0.253368651387769
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012003175500.L2_LAC_OC.nc
, A2012003175500, 4853, 85314, 5.68839815270647
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012004170000.L2_LAC_OC.nc
, A2012004170000, 2181, 99581, 2.19017684096364
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012004183500.L2_LAC_OC.nc
, A2012004183500, 0, 0, NA
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012005160500.L2_LAC_OC.nc
, A2012005160500, 0, 0, NA
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012005174000.L2_LAC_OC.nc
, A2012005174000, 812, 119221, 0.681088063344545
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012006164500.L2_LAC_OC.nc
, A2012006164500, 14425, 69519, 20.7497230972828
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012006182500.L2_LAC_OC.nc
, A2012006182500, 43, 16974, 0.253328620242724
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012007173000.L2_LAC_OC.nc
, A2012007173000, 29541, 145023, 20.3698723650731
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012008163500.L2_LAC_OC.nc
, A2012008163500, 6878, 47157, 14.585321373285
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012008181000.L2_LAC_OC.nc
, A2012008181000, 5191, 30362, 17.0970291812134
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012008181500.L2_LAC_OC.nc
, A2012008181500, 58, 15099, 0.384131399430426
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012009154000.L2_LAC_OC.nc
, A2012009154000, 0, 0, NA
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012009171500.L2_LAC_OC.nc
, A2012009171500, 43587, 136108, 32.0238340141652
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012010162000.L2_LAC_OC.nc
, A2012010162000, 347, 15790, 2.19759341355288
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012010180000.L2_LAC_OC.nc
, A2012010180000, 5367, 70353, 7.62867255127713
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012011170500.L2_LAC_OC.nc
, A2012011170500, 40800, 116409, 35.0488364301729
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012012161000.L2_LAC_OC.nc
, A2012012161000, 0, 1118, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012012174500.L2_LAC_OC.nc
, A2012012174500, 0, 19134, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012012175000.L2_LAC_OC.nc
, A2012012175000, 0, 82905, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012013165000.L2_LAC_OC.nc
, A2012013165000, 0, 20409, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012013165500.L2_LAC_OC.nc
, A2012013165500, 0, 63178, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012013183000.L2_LAC_OC.nc
, A2012013183000, 0, 5982, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012014173500.L2_LAC_OC.nc
, A2012014173500, 1138, 134624, 0.84531732826242
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012015164000.L2_LAC_OC.nc
, A2012015164000, 890, 57567, 1.54602463216774
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012015182000.L2_LAC_OC.nc
, A2012015182000, 2030, 30498, 6.65617417535576
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012016172000.L2_LAC_OC.nc
, A2012016172000, 0, 0, NA
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2012016172500.L2_LAC_OC.nc
, A2012016172500, 45184, 148261, 30.4759849184883
