URL, Imgname, Npixl, Npixltot, Perccov
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006001170500.L2_LAC_OC.nc
, A2006001170500, 165, 17874, 0.923128566633098
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006001171000.L2_LAC_OC.nc
, A2006001171000, 215, 114021, 0.188561756167723
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006002161000.L2_LAC_OC.nc
, A2006002161000, 0, 157, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006002175000.L2_LAC_OC.nc
, A2006002175000, 9409, 85381, 11.0200161628465
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006003165500.L2_LAC_OC.nc
, A2006003165500, 379, 99509, 0.380870072053784
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006004160000.L2_LAC_OC.nc
, A2006004160000, 0, 0, NA
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006004174000.L2_LAC_OC.nc
, A2006004174000, 3541, 119319, 2.96767488832458
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006005164000.L2_LAC_OC.nc
, A2006005164000, 0, 0, NA
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006005164500.L2_LAC_OC.nc
, A2006005164500, 1800, 69473, 2.59093460768932
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006005182000.L2_LAC_OC.nc
, A2006005182000, 0, 17043, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006006155000.L2_LAC_OC.nc
, A2006006155000, 0, 0, NA
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006006172500.L2_LAC_OC.nc
, A2006006172500, 25, 145065, 0.0172336538792955
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006007163000.L2_LAC_OC.nc
, A2006007163000, 1111, 47102, 2.35871088276506
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006007181000.L2_LAC_OC.nc
, A2006007181000, 5711, 46862, 12.1868464854253
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006008171500.L2_LAC_OC.nc
, A2006008171500, 15936, 143445, 11.1094844714002
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006009162000.L2_LAC_OC.nc
, A2006009162000, 0, 19877, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006009175500.L2_LAC_OC.nc
, A2006009175500, 0, 70441, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006009180000.L2_LAC_OC.nc
, A2006009180000, 0, 0, NA
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006010152500.L2_LAC_OC.nc
, A2006010152500, 0, 0, NA
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006010170000.L2_LAC_OC.nc
, A2006010170000, 24686, 116331, 21.2204829323224
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006011160500.L2_LAC_OC.nc
, A2006011160500, 0, 1108, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006011174500.L2_LAC_OC.nc
, A2006011174500, 0, 102104, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006012165000.L2_LAC_OC.nc
, A2006012165000, 19070, 83573, 22.818374355354
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006012182500.L2_LAC_OC.nc
, A2006012182500, 152, 1198, 12.6878130217028
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006012183000.L2_LAC_OC.nc
, A2006012183000, 0, 4790, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006013155500.L2_LAC_OC.nc
, A2006013155500, 0, 0, NA
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006013173000.L2_LAC_OC.nc
, A2006013173000, 41549, 89119, 46.6219324723123
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2006013173500.L2_LAC_OC.nc
, A2006013173500, 1518, 45482, 3.33758409920408
