URL, Imgname, Npixl, Npixltot, Perccov
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018001162500.L2_LAC_OC.nc
, A2018001162500, 0, 0, NA
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018001162500.L2_LAC_OC.nc
, A2018001162500, 0, 0, NA
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018001163000.L2_LAC_OC.nc
, A2018001163000, 0, 33251, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018001163000.L2_LAC_OC.nc
, A2018001163000, 0, 33251, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018001180500.L2_LAC_OC.nc
, A2018001180500, 950, 58096, 1.63522445607271
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018001180500.L2_LAC_OC.nc
, A2018001180500, 950, 58096, 1.63522445607271
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018002153500.L2_LAC_OC.nc
, A2018002153500, 0, 0, NA
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018002153500.L2_LAC_OC.nc
, A2018002153500, 0, 0, NA
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018002171000.L2_LAC_OC.nc
, A2018002171000, 5366, 131487, 4.08101181105356
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018002171000.L2_LAC_OC.nc
, A2018002171000, 5366, 131487, 4.08101181105356
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018003161500.L2_LAC_OC.nc
, A2018003161500, 0, 8559, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018003161500.L2_LAC_OC.nc
, A2018003161500, 0, 8559, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018003175500.L2_LAC_OC.nc
, A2018003175500, 1355, 85718, 1.58076483352388
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018003175500.L2_LAC_OC.nc
, A2018003175500, 1355, 85718, 1.58076483352388
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018004170000.L2_LAC_OC.nc
, A2018004170000, 0, 99131, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018004170000.L2_LAC_OC.nc
, A2018004170000, 0, 99131, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018004183500.L2_LAC_OC.nc
, A2018004183500, 0, 0, NA
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018004183500.L2_LAC_OC.nc
, A2018004183500, 0, 0, NA
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018005160500.L2_LAC_OC.nc
, A2018005160500, 0, 0, NA
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018005160500.L2_LAC_OC.nc
, A2018005160500, 0, 0, NA
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018005174000.L2_LAC_OC.nc
, A2018005174000, 89, 119310, 0.0745955913167379
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018005174000.L2_LAC_OC.nc
, A2018005174000, 89, 119310, 0.0745955913167379
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018006164500.L2_LAC_OC.nc
, A2018006164500, 31, 67982, 0.0456003059633432
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018006164500.L2_LAC_OC.nc
, A2018006164500, 31, 67982, 0.0456003059633432
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018006182500.L2_LAC_OC.nc
, A2018006182500, 0, 17462, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018006182500.L2_LAC_OC.nc
, A2018006182500, 0, 17462, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018007173000.L2_LAC_OC.nc
, A2018007173000, 20850, 145125, 14.3669250645995
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018007173000.L2_LAC_OC.nc
, A2018007173000, 20850, 145125, 14.3669250645995
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018008163500.L2_LAC_OC.nc
, A2018008163500, 0, 46879, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018008163500.L2_LAC_OC.nc
, A2018008163500, 0, 46879, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018008181000.L2_LAC_OC.nc
, A2018008181000, 0, 7498, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018008181000.L2_LAC_OC.nc
, A2018008181000, 0, 7498, 0
https://oceandata.sci.gsfc.nasa.gov/cmr/getfile/A2018008181500.L2_LAC_OC.nc
, A2018008181500, 0, 39863, 0
